,J,H,K,C_FE,N_FE,O_FE,NA_FE,MG_FE,AL_FE,SI_FE,CA_FE,S_FE,V_FE,CR_FE,FE_H,CO_FE,NI_FE,E,Energy,Lz
0,13.76099967956543,12.881999969482422,12.732999801635742,-0.5573000907897949,0.12152993679046631,-0.058410048484802246,-0.6561980247497559,-0.09896707534790039,-0.7622190713882446,-0.08790647983551025,0.03148496150970459,0.5420419573783875,-0.6498379707336426,-0.5315860509872437,-1.1484999656677246,-0.1457301378250122,-0.19500744342803955,0.30600839509871974,22115.660768366502,1012.2489979368991
1,14.133999824523926,13.343999862670898,13.25,-0.554900050163269,0.21651005744934082,0.12029200792312622,-0.07799804210662842,-0.030771970748901367,-0.4656190872192383,0.11868059635162354,0.1028749942779541,0.1768220067024231,-0.5005379915237427,-0.282986044883728,-1.0565999746322632,-0.22613012790679932,-0.07110750675201416,0.3918664499334102,41705.7429387748,3540.6489168006274
2,14.645999908447266,14.02400016784668,13.744000434875488,-0.5764999985694885,0.44061005115509033,0.05994004011154175,0.24777203798294067,-0.013753950595855713,-0.21376901865005493,-0.042152345180511475,0.03631502389907837,0.5790820717811584,0.3399220108985901,0.5166839957237244,-0.9849500060081482,0.024520039558410645,-0.05755740404129028,0.6292232219917415,-10492.912912133166,-835.1587115006337
3,14.208000183105469,13.425999641418457,13.345999717712402,-0.5726701021194458,-0.05465734004974365,-0.0017590522766113281,0.13350200653076172,-0.1948871612548828,-0.6263190507888794,0.05702054500579834,-0.08445608615875244,0.14235186576843262,0.2312719225883484,-1.0881860256195068,-1.1619999408721924,-0.36663007736206055,-0.15180754661560059,0.33342003934630543,9371.299309195232,35.65170510607585
4,13.819000244140625,13.031000137329102,12.881999969482422,-0.5956200361251831,0.12077999114990234,0.04573094844818115,-0.006497979164123535,-0.07800698280334473,-0.5709190368652344,0.03536558151245117,0.1915949583053589,0.6780719757080078,-0.9711380004882812,-0.010586023330688477,-1.3341000080108643,-0.1706300973892212,-0.06430745124816895,0.3475822236199548,12680.876487674659,-297.26229936779646
5,14.513999938964844,13.704000473022461,13.545999526977539,-0.6311699151992798,-0.18783986568450928,0.07915914058685303,-0.06439793109893799,-0.2673269510269165,-0.5764189958572388,0.15890073776245117,0.12583506107330322,0.3503420948982239,-0.9664379358291626,0.13871407508850098,-1.2015000581741333,-0.8366299867630005,-0.05110740661621094,0.39207916565548534,8414.531769881221,-425.50986995293874
6,13.939000129699707,13.274999618530273,13.001999855041504,0.11106014251708984,-0.019314885139465332,-0.0714869499206543,-0.1445978879928589,0.04518711566925049,-0.2348189353942871,-0.05051732063293457,0.05412304401397705,-0.04648792743682861,-0.23103785514831543,0.24783402681350708,-1.2367000579833984,-0.33382999897003174,-0.11320745944976807,0.7191125269323442,-17299.818899892398,-686.2591369538944
7,14.479999542236328,13.704999923706055,13.562000274658203,-0.36212003231048584,0.1202700138092041,0.18023300170898438,0.34784209728240967,0.1779329776763916,-0.26931893825531006,0.15684056282043457,0.16658496856689453,0.07943099737167358,-0.8670378923416138,-0.12828600406646729,-1.0089000463485718,-0.10283005237579346,-0.05780744552612305,0.4606058572916459,2973.6296133423716,-1335.1724730894628
8,14.220999717712402,13.493000030517578,13.329000473022461,-0.5822699069976807,0.15292000770568848,0.09294295310974121,0.6687720417976379,0.04226374626159668,-0.42871904373168945,0.07308065891265869,0.290024995803833,0.25188207626342773,-0.9583380222320557,-0.9975860118865967,-1.3032000064849854,-0.29673004150390625,-0.08830749988555908,0.3441789282415371,3145.4388231088237,-1354.9019085942166
9,14.0649995803833,13.550000190734863,13.444999694824219,-0.3294699192047119,0.4855400323867798,-0.11609697341918945,0.09539204835891724,-0.15857696533203125,-0.22752904891967773,-0.0983993411064148,0.07755005359649658,0.3116620182991028,0.14591199159622192,-0.070576012134552,-0.673550009727478,0.08706003427505493,-0.18536752462387085,0.6496137770446235,-9472.724317924665,-742.5450948400588
